isbn,title,authors,publishers,publish_date,number_of_pages,identifiers_goodreads,description,first_sentence,last_modified
9780007578948,Empire of Ivory,"[""Naomi Novik""]","[""Harper Voyager""]","Aug 14, 2014",,,,,
9780007578955,Victory of Eagles,"[""Naomi Novik""]","[""HarperCollins Publishers Limited""]",2014,,,,,
9780007578962,Tongues of Serpents,"[""Naomi Novik""]","[""HarperCollins Publishers Limited""]",2014,,,,,
9780008118358,Temeraire Series Books 1-3,"[""Naomi Novik""]","[""HarperCollins Publishers""]",2015,,,,,
9780008121150,League of Dragons,"[""Naomi Novik""]","[""HarperCollins Publishers""]",2016,,,,,
9780008121167,League of Dragons (The Temeraire Series),"[""Naomi Novik""]","[""Harper Voyager""]","Jan 01, 2016",,,,,
9780008338879,,,,,,,,,
9780008338886,,,,,,,,,
9780008338893,,,,,,,,,
9780008338909,,,,,,,,,
9780008338916,,,,,,,,,
9780008338923,,,,,,,,,
9780008338930,,,,,,,,,
9780008338947,,,,,,,,,
9780008338954,,,,,,,,,
9780221068294,,,,,,,,,
9780221076664,,,,,,,,,
9780329832254,,,,,,,,,
9780329863517,,,,,,,,,
9780221049156,,,,,,,,,
9780316081054,Feed,"[""Seanan McGuire""]","[""Orbit Science Fiction""]",2010,,,,,
9780316081061,Deadline,"[""Seanan McGuire""]","[""Orbit""]","June 1, 2011",608.0,,,,
9780316081078,Blackout,"[""Seanan McGuire""]","[""Orbit""]","June 1, 2012",659.0,,,,
9780316122467,,,,,,,,,
9780316134262,Deadline,"[""Seanan McGuire""]","[""Orbit""]",2011,,,,,
9780316173230,,,,,,,,,
9780316174961,,,,,,,,,
9780316194969,Apocalypse Scenario #683: The Box,"[""Seanan McGuire""]","[""Orbit""]","Apr 18, 2011",24.0,,,,
9780316194976,,,,,,,,,
9780316202183,Blackout,"[""Seanan McGuire""]","[""Orbit""]",2012,,,,,
9780316202206,,,,,,,,,
9780316204484,Countdown,"[""Seanan McGuire""]","[""Orbit""]",2011,,,,,
9780316204491,,,,,,,,,
9780316218924,Parasite (Parasitology),"[""Seanan McGuire""]","[""Orbit""]","Oct 07, 2014",544.0,,,,
9780316218931,Parasite,"[""Seanan McGuire""]","[""Orbit""]",October 2013,,,,,
9780316218955,Parasite,"[""Seanan McGuire""]","[""Orbit""]",2013,504.0,,,,
9780316218962,San Diego 2014,"[""Seanan McGuire""]","[""Orbit""]",2012,,,,,
9780316218986,,,,,,,,,
9780316218993,Symbiont,"[""Seanan McGuire""]",,2014,518.0,,,,
9780316219006,Symbiont,"[""Seanan McGuire""]","[""Orbit""]",2014,,,,,
9780316219013,Symbiont (Parasitology),"[""Seanan McGuire""]","[""Orbit""]","Oct 13, 2015",544.0,,,,
9780316258869,,,,,,,,,
9780316258883,All the Pretty Little Horses,"[""Seanan McGuire""]","[""Orbit""]",2017,,,,,
9780316259019,,,,,,,,,
9780316259026,Please Do Not Taunt the Octopus,"[""Seanan McGuire""]","[""Orbit""]",2015,,,,,
9780316309530,Rise: A Newsflesh Collection: The Complete Newsflesh Collection,"[""Seanan McGuire""]","[""Orbit""]","Jan 31, 2017",864.0,,,,
9780316309561,Rise: The Complete Newsflesh Collection,"[""Seanan McGuire""]","[""Orbit""]","Jun 21, 2016",656.0,,,,
9780316309585,Rise: A Newsflesh Collection,"[""Seanan McGuire""]","[""Orbit""]",2016,644.0,,,,
9780316379311,Feedback,"[""Seanan McGuire""]","[""Orbit""]",2017,560.0,,,,
9780316379328,,,,,,,,,
9780316379335,,,,,,,,,
9780316379342,Feedback,"[""Seanan McGuire""]",,2016,489.0,,,,
9780316379373,Into the Drowning Deep,"[""Mira Grant""]","[""Orbit""]",2017,440.0,"[""34523174""]",,,
9780316379380,Into the Drowning Deep,"[""Mira Grant""]","[""Orbit""]",2017,,,,,
9780316379397,,,,,,,,,
9780316379403,Into the Drowning Deep,"[""Mira Grant""]","[""Orbit""]",2017,440.0,"[""34523174""]",,,
9780316380973,,,,,,,,,
9780316380980,Day the Dead Came to Show and Tell,"[""Seanan McGuire""]","[""Orbit""]",2014,,,,,
9780316380997,Chimera,"[""Mira Grant""]","[""Little, Brown Books for Young Readers""]",2015,,,,,
9780316381000,Chimera,"[""Seanan McGuire""]","[""Orbit""]",2016,512.0,,,,
9780316381017,Chimera,"[""Seanan McGuire""]","[""Orbit""]",2015,,,,,
9780316381031,Chimera,"[""Seanan McGuire""]",,2015,488.0,,,,
9780316381048,,,,,,,,,
9780316381055,Coming to You Live,"[""Seanan McGuire""]","[""Orbit""]",2018,,,,,
9780316402118,,,,,,,,,
9780316402316,,,,,,,,,
9780316402361,,,,,,,,,
9780316402453,,,,,,,,,
9780316451451,The Rising,"[""Seanan McGuire""]","[""Orbit""]","Feb 19, 2019",1200.0,,,,
9780316451468,,,,,,,,,
9780002246064,The assassin's apprentice,"[""Robin Hobb""]","[""HarperCollins""]",1995,374.0,"[""910550""]",,,
9780002246071,Royal Assassin (The Farseer Trilogy),"[""Robin Hobb"", ""Arnaud Mousnier-Lompr\u00e9""]","[""Voyager""]","Sep 05, 1996",580.0,,,,
9780002246088,A Fúria do Assassino,"[""Robin Hobb""]","[""Livros da Voyager (Reino Unido) e Spectra (EUA)""]","3 de março de 1997 (Reino Unido), abril de 1997 (EUA)",832.0,,,,
9780002246293,Assassin's Apprentice,"[""Robin Hobb""]","[""Collins""]","Aug 07, 1995",400.0,,,,
9780002246484,The Farseer,"[""Robin Hobb"", ""Arnaud Mousnier-Lompr\u00e9""]","[""Bantam""]",1996,400.0,"[""1072179""]",,,
9780002246521,Assassin's Quest.,"[""Robin Hobb""]","[""Voyager""]",1997,640.0,"[""892411""]",,,
9780002247139,Mad Ship,"[""Robin Hobb""]","[""Sterling Publishing Co., Inc.""]",1999,,,,,
9780002247269,Fool's Errand,"[""Robin Hobb""]","[""Harper  Collins""]",2001-05-07,592.0,"[""1022048""]",,,
9780002247276,The golden fool,"[""Robin Hobb""]","[""HarperCollins"", ""Voyager""]",2002,599.0,"[""2399033""]",,,
9780002247283,Fool's Fate (Tawny Man),"[""Robin Hobb""]","[""Voyager""]","December 1, 2003",600.0,"[""1318892""]",,,
9780002254786,Ship of Magic,"[""Robin Hobb""]","[""Bantam Books""]",1998,667.0,"[""1188502""]",,,
9780002254793,The Mad Ship,"[""Robin Hobb""]","[""Harper Collins""]",1999,400.0,"[""1188503""]",,,
9780002254809,Ship of Destiny (Liveship Traders Vol-3),"[""Robin Hobb""]","[""Bantam""]","Aug 12, 2000",688.0,,,,
9780002256735,Ship of Magic,"[""Robin Hobb""]","[""Voyager""]","Jun 01, 1998",,,,,
9780002261678,SHIP OF DESTINY,"[""Robin Hobb""]","[""Harper Collins""]","May 07, 2000",688.0,,,,
9780006480099,Assassin's Apprentice (The Farseer Trilogy),"[""Robin Hobb""]","[""Voyager""]","March 18, 1996",480.0,"[""45107""]",,,
9780006480105,Royal Assassin (The Farseer Trilogy),"[""Robin Hobb"", ""Arnaud Mousnier-Lompr\u00e9""]","[""Voyager""]","March 3, 1997",768.0,"[""68487""]",,,
9780006480112,Assassin's Quest (The Farseer Trilogy),"[""Robin Hobb""]","[""Voyager""]","March 16, 1998",848.0,"[""68493""]",,,
9780006486015,Fool's Errand (Tawny Man),"[""Robin Hobb""]","[""Harper Voyager""]",01 Oct 2008,661.0,,,,
9780006486022,The Golden Fool (Tawny Man),"[""Robin Hobb""]","[""Voyager""]","May 6, 2008",640.0,"[""395945""]",,,
9780006486039,Fool's fate,"[""Robin Hobb""]","[""Harper Voyager""]",2008,805.0,,,,
9780006498858,Ship of Magic (Liveship Traders),"[""Robin Hobb""]","[""Voyager""]","March 1, 1999",712.0,"[""45100""]",,,
9780006498865,The Mad Ship (Liveship Traders),"[""Robin Hobb""]","[""Voyager""]","March 6, 2000",901.0,"[""45101""]",,,
9780006498872,Ship of Destiny (Liveship Traders),"[""Robin Hobb""]","[""Voyager""]","March 5, 2001",400.0,"[""395953""]",,,
9780007110568,Fool's Errand,"[""Robin Hobb""]","[""Voyager / HarperCollins""]","Mar 04, 2002",600.0,,,,
9780007110575,Fool's Fate,"[""Robin Hobb""]",,,,,,,
9780007110582,Fool's Fate,"[""Robin Hobb""]","[""Voyager / HarperCollins""]","May 07, 2003",816.0,,,,
9780007112524,Harpy's Flight,"[""Robin Hobb""]","[""Voyager""]","January 14, 2002",312.0,"[""401427""]",,,
9780007112531,The Windsingers,"[""Robin Hobb""]","[""Voyager""]",2002-03-18,392.0,"[""401429""]",,,
9780007112548,The Limbreth Gate (The Ki & Vandien Quartet),"[""Robin Hobb""]","[""Voyager"", ""Harpercollins Pub Ltd""]","May 7, 2002",368.0,"[""3291647""]",,,
9780007112555,Luck of the Wheels,"[""Robin Hobb""]","[""Voyager""]","July 1, 2002",416.0,"[""401433""]",,,
9780007112562,Wizard of the Pigeons,"[""Robin Hobb""]","[""Voyager""]","August 5, 2002",304.0,"[""2293854""]",,,
9780007114221,The Reindeer People,"[""Robin Hobb""]","[""Voyager""]","May 21, 2001",304.0,"[""290452""]",,,
9780007114344,Wolf's Brother,"[""Robin Hobb""]","[""Voyager""]","July 16, 2001",240.0,"[""295306""]",,,
9780007127733,Cloven Hooves,"[""Robin Hobb""]","[""Voyager""]","Nov 09, 2002",368.0,,,,
9780007154340,Legends II,"[""Robert Silverberg"", ""Orson Scott Card""]","[""Voyager""]",2003,645.0,"[""1933470""]",,,
9780007160389,,,,,,,,,
9780007196128,Shaman's Crossing (The Soldier Son Trilogy),"[""Robin Hobb""]","[""Voyager""]","July 4, 2005",400.0,"[""68489""]",,,
9780007196135,Shaman's Crossing,"[""Robin Hobb""]","[""Voyager"", ""VOYAGER""]","Oct 12, 2006",544.0,,,,
9780007196159,Forest Mage,"[""Robin Hobb""]","[""HARPER COLLINS 0 PUB""]","July 3, 2006",672.0,"[""1116395""]",,,
9780007196166,FOREST MAGE,"[""Robin Hobb""]","[""Harper Collins - Voyager""]","May 07, 2007",672.0,,,,
9780007196173,"Forest Mage (The Soldier Son Trilogy, Book 2)","[""Robin Hobb""]","[""Harper Collins Publishers""]","Jul 01, 2008",400.0,,,,
9780007196180,"Renegrade""s Magic. Book Three of The Soldier Son Trilogy.","[""Robin Hobb""]","[""Harper Voyager""]","May 07, 2007",624.0,,,,
9780007196197,,,,,,,,,
9780007196203,Renegade's Magic,"[""Robin Hobb""]","[""Harper Collins Publishers"", ""imusti""]","Jul 01, 2008",768.0,,,,
9780007214686,Shaman's Crossing,"[""Robin Hobb""]","[""BCA ( Book Club Associates )""]","May 07, 2005",400.0,,,,
9780007236886,Shaman's Crossing,"[""Robin Hobb""]","[""HarperCollins""]",2008,,,,,
9780007273751,Dragon Keeper,"[""R. Hobb""]","[""Harper""]",2010,560.0,,,,
9780007273775,Inheritance,"[""Robin Hobb"", ""Megan Lindholm""]","[""Harper Voyager"", ""Brand: Harper Voyager""]","Mar 01, 2011",416.0,,,,
9780007273782,The Inheritance,"[""Robin Hobb"", ""Megan Lindholm""]","[""HarperCollins Publishers""]","Apr 01, 2012",,,,,
9780007273799,The Inheritance,"[""Robin Hobb"", ""Megan Lindholm""]","[""HarperCollins"", ""HarperCollins Publishers""]",2011,400.0,,,,
9780099554790,The Night Circus (Vintage Magic),"[""Erin Morgenstern""]","[""Vintage""]","Aug 24, 2012",,,,,
9780099570295,The Night Circus,"[""Erin Morgenstern""]","[""Vintage Books"", ""Random House Export Editions""]","May 24, 2012",,,,,
9780099581543,The Night Circus,"[""Erin Morgenstern""]","[""Vintage""]","Jul 23, 2012",,,,,
9780099593850,The Night Circus,"[""Erin Morgenstern""]","[""Vintage Classics""]",,,,,,
9780221098383,,,,,,,,,
9780307744432,The Night Circus,"[""Erin Morgenstern""]","[""Doubleday"", ""Anchor Books""]",2011,516.0,,,,
9780307938909,The Night Circus,"[""Erin Morgenstern""]","[""Random House Audio""]","Sep 13, 2011",11.0,,,,
9780307938916,,,,,,,,,
9780307938923,The Night Circus,"[""Erin Morgenstern""]","[""Books On Tape""]",2011,,,,,
9780307938930,,,,,,,,,
9780307947857,El circo de la noche,"[""Erin Morgenstern""]","[""Vintage Espa\u00f1ol""]",2012,,,,,
9780307947871,,,,,,,,,
9780329926496,,,,,,,,,
9780345802620,The Night Circus,"[""Erin Morgenstern""]","[""Vintage""]",,,,,,
9780345803542,The night circus,"[""Erin Morgenstern""]","[""Anchor Books""]",2012,533.0,,,,
9780385534635,The Night Circus,"[""Erin Morgenstern""]","[""Doubleday"", ""Anchor Books""]",2011,516.0,,,,
9780385534642,Night Circus,"[""Erin Morgenstern""]","[""Knopf Doubleday Publishing Group""]",2011,384.0,,,,
9780385535502,,,,,,,,,
9780385541213,The Starless Sea,"[""Erin Morgenstern""]","[""Doubleday""]","November 5, 2019",498.0,,,,
9780385541220,The Starless Sea,"[""Erin Morgenstern""]","[""Doubleday""]",2019,,"[""44228743""]",,,
9780385545365,The Starless Sea,"[""Erin Morgenstern""]","[""RANDOM HOUSE US""]","May 07, 2020",,,,,
9780385671712,The Night Circus,"[""Erin Morgenstern""]","[""Doubleday Canada""]","Sep 13, 2011",400.0,,,,
9780385671729,,,,,,,,,
9780385671736,,,,,,,,,
9780385686228,Starless Sea,"[""Erin Morgenstern""]","[""Doubleday Canada""]",2019,512.0,,,,
9780385686235,,,,,,,,,
9780385686242,Starless Sea,"[""Erin Morgenstern""]",,,,,,,
9780451486356,The Night Circus,"[""Erin Morgenstern""]","[""Random House Audio""]","Nov 10, 2015",,,,,
9780593106488,The Starless Sea,"[""Erin Morgenstern""]","[""Random  House Large Print""]",2019,,,,,
9780606264167,The Night Circus,"[""Erin Morgenstern""]","[""Turtleback"", ""Turtleback Books""]","Jul 03, 2012",528.0,,,,
9780606264204,El Circo De La Noche,"[""Erin Morgenstern""]","[""Brand: Turtleback"", ""Turtleback""]","Feb 21, 2012",576.0,,,,
9780655641254,,,,,,,,,
9780655641261,,,,,,,,,
9780655642510,,,,,,,,,
9780655650133,,,,,,,,,
9780735207875,The Starless Sea,"[""Erin Morgenstern""]","[""Penguin Random House LLC.""]",2019,,,,,
9780735207882,,,,,,,,,
9780735207899,,,,,,,,,
9781101971383,The Starless Sea,"[""Erin Morgenstern""]","[""Anchor""]","Aug 04, 2020",592.0,,,,
9781299086234,,,,,,,,,
9781299089587,,,,,,,,,
9781445859620,The Night Circus,"[""Erin Morgenstern""]","[""Windsor""]",,,,,,
9781445859637,The Night Circus,"[""Erin Morgenstern""]","[""Paragon""]",,,,,,
9781446468265,Night Circus,"[""Erin Morgenstern""]","[""Penguin Random House""]",2011,512.0,,,,
9781446482827,,,,,,,,,
9781446482834,,,,,,,,,
9781446482841,,,,,,,,,
9781446482858,,,,,,,,,
9781448115402,,,,,,,,,
9781451752274,,,,,,,,,
